Date,High,Low,Open,Close,Volume,Adj Close
2015-09-02,67700.0,64100.0,65000.0,66900.0,106975.0,66900.0
2015-09-03,68500.0,65000.0,66900.0,65400.0,117508.0,65400.0
2015-09-04,67400.0,64000.0,65400.0,65800.0,143942.0,65800.0
2015-09-07,66600.0,64800.0,65800.0,65300.0,79246.0,65300.0
2015-09-08,66100.0,65100.0,65100.0,65300.0,77982.0,65300.0
2015-09-09,68200.0,66500.0,67500.0,67900.0,200799.0,67900.0
2015-09-10,73000.0,67500.0,67900.0,73000.0,420134.0,73000.0
2015-09-11,73200.0,71000.0,73200.0,71500.0,211471.0,71500.0
2015-09-14,75700.0,69800.0,71100.0,71900.0,262460.0,71900.0
2015-09-15,72100.0,70500.0,71900.0,71400.0,97251.0,71400.0
2015-09-16,75400.0,71500.0,71500.0,73300.0,293449.0,73300.0
2015-09-17,74800.0,71400.0,73600.0,72500.0,167696.0,72500.0
2015-09-18,73200.0,71500.0,72700.0,72100.0,96684.0,72100.0
2015-09-21,71300.0,68700.0,71100.0,69400.0,128631.0,69400.0
2015-09-22,71500.0,68000.0,69000.0,70400.0,124523.0,70400.0
2015-09-23,70100.0,68000.0,69200.0,68000.0,102899.0,68000.0
2015-09-24,68300.0,66600.0,67400.0,67300.0,103312.0,67300.0
2015-09-25,69500.0,66800.0,67300.0,67500.0,126802.0,67500.0
2015-09-30,65500.0,58600.0,65000.0,63700.0,309612.0,63700.0
2015-10-01,65400.0,63100.0,63700.0,64100.0,99125.0,64100.0
2015-10-02,64800.0,61900.0,64100.0,62200.0,160012.0,62200.0
2015-10-05,63100.0,61100.0,62200.0,62200.0,117204.0,62200.0
2015-10-06,63800.0,62000.0,62800.0,62700.0,115006.0,62700.0
2015-10-07,63900.0,61400.0,62400.0,63000.0,124080.0,63000.0
2015-10-08,65000.0,62800.0,63000.0,63900.0,151904.0,63900.0
2015-10-12,66800.0,61800.0,62100.0,66200.0,216734.0,66200.0
2015-10-13,68700.0,65000.0,66000.0,67000.0,168338.0,67000.0
2015-10-14,66600.0,64100.0,66100.0,64400.0,111910.0,64400.0
2015-10-15,67100.0,63500.0,63600.0,65500.0,157362.0,65500.0
2015-10-16,67100.0,64700.0,66500.0,67000.0,125156.0,67000.0
2015-10-19,69900.0,67300.0,67700.0,68900.0,184886.0,68900.0
2015-10-20,70100.0,67100.0,69000.0,69600.0,139339.0,69600.0
2015-10-21,73200.0,70100.0,70600.0,71400.0,208750.0,71400.0
2015-10-22,70300.0,66300.0,70200.0,67900.0,220374.0,67900.0
2015-10-23,68900.0,63000.0,67000.0,67500.0,155413.0,67500.0
2015-10-26,69900.0,64900.0,67400.0,69600.0,174498.0,69600.0
2015-10-27,74200.0,70100.0,73100.0,71300.0,381032.0,71300.0
2015-10-28,72200.0,69400.0,71700.0,69900.0,158198.0,69900.0
2015-10-29,71200.0,68200.0,71000.0,68200.0,164777.0,68200.0
2015-10-30,74000.0,69000.0,73400.0,69400.0,370294.0,69400.0
2015-11-02,68500.0,62300.0,66700.0,65300.0,205463.0,65300.0
2015-11-03,83500.0,64500.0,65500.0,70300.0,2379582.0,70300.0
2015-11-04,69200.0,67100.0,68700.0,68300.0,271343.0,68300.0
2015-11-05,67700.0,66000.0,67000.0,66800.0,209545.0,66800.0
2015-11-06,66800.0,65200.0,65200.0,65800.0,124291.0,65800.0
2015-11-09,65600.0,63800.0,65600.0,64200.0,144594.0,64200.0
2015-11-10,66700.0,63300.0,63300.0,64900.0,164434.0,64900.0
2015-11-11,66000.0,63600.0,65900.0,63600.0,100383.0,63600.0
2015-11-12,65300.0,62100.0,63100.0,65000.0,124138.0,65000.0
2015-11-13,64800.0,62700.0,63900.0,62900.0,143556.0,62900.0
2015-11-16,61000.0,50000.0,50500.0,58900.0,408693.0,58900.0
2015-11-17,60500.0,58100.0,59500.0,59700.0,93543.0,59700.0
2015-11-18,60300.0,58000.0,60100.0,58400.0,102697.0,58400.0
2015-11-19,61600.0,58700.0,59600.0,60100.0,134348.0,60100.0
2015-11-20,60900.0,59500.0,59500.0,60300.0,47371.0,60300.0
2015-11-23,62000.0,59700.0,60300.0,60200.0,119384.0,60200.0
2015-11-24,60800.0,59800.0,60200.0,60000.0,46214.0,60000.0
2015-11-25,61200.0,59900.0,60500.0,61200.0,69305.0,61200.0
2015-11-26,65800.0,61200.0,61200.0,64600.0,299962.0,64600.0
2015-11-27,67900.0,64400.0,64600.0,65600.0,163004.0,65600.0
2015-11-30,65400.0,60800.0,65000.0,60800.0,1001783.0,60800.0
2015-12-01,62100.0,60300.0,61600.0,60300.0,127235.0,60300.0
2015-12-02,61100.0,59300.0,60700.0,59700.0,134195.0,59700.0
2015-12-03,59600.0,58000.0,59000.0,58300.0,141665.0,58300.0
2015-12-04,58300.0,56300.0,57600.0,56500.0,153457.0,56500.0
2015-12-07,57400.0,55000.0,56400.0,55300.0,121341.0,55300.0
2015-12-08,56300.0,53600.0,55300.0,54100.0,122572.0,54100.0
2015-12-09,55100.0,52500.0,54000.0,53100.0,92698.0,53100.0
2015-12-10,56400.0,52300.0,52500.0,56400.0,155638.0,56400.0
2015-12-11,56200.0,53100.0,56200.0,53200.0,111139.0,53200.0
2015-12-14,52500.0,50600.0,52300.0,50800.0,98039.0,50800.0
2015-12-15,51600.0,49700.0,51000.0,50800.0,99217.0,50800.0
2015-12-16,52600.0,50900.0,51000.0,52000.0,86756.0,52000.0
2015-12-17,53100.0,51300.0,52400.0,51900.0,54703.0,51900.0
2015-12-18,52700.0,50800.0,51300.0,52300.0,68026.0,52300.0
2015-12-21,52400.0,51500.0,52000.0,52000.0,58383.0,52000.0
2015-12-22,52300.0,51100.0,51800.0,51100.0,82752.0,51100.0
2015-12-23,53100.0,51300.0,52100.0,51600.0,91149.0,51600.0
2015-12-24,52700.0,51800.0,52400.0,52400.0,68423.0,52400.0
2015-12-28,52900.0,51500.0,52700.0,51500.0,78201.0,51500.0
2015-12-29,51600.0,50900.0,51300.0,51400.0,64949.0,51400.0
2015-12-30,51400.0,50600.0,51400.0,50700.0,64221.0,50700.0
2016-01-04,50900.0,49850.0,50600.0,49950.0,67363.0,49950.0
2016-01-05,50900.0,49950.0,49950.0,50100.0,69079.0,50100.0
2016-01-06,50400.0,49500.0,49800.0,49550.0,101993.0,49550.0
2016-01-07,50200.0,48300.0,49400.0,48450.0,102679.0,48450.0
2016-01-08,52000.0,47000.0,48000.0,52000.0,182587.0,52000.0
2016-01-11,51200.0,49250.0,51100.0,49400.0,103412.0,49400.0
