,Open,close,high,low,volume
2020-08-18,64500.0,59100.0,66800.0,58700.0,3040998.0
2020-08-14,73100.0,65300.0,73200.0,63500.0,4598985.0
2020-08-13,61100.0,71900.0,75900.0,60600.0,7226406.0
2020-08-12,57000.0,59400.0,59500.0,56200.0,1678762.0
2020-08-11,55900.0,56300.0,58200.0,54400.0,1791625.0
2020-08-10,49750.0,55300.0,56800.0,49750.0,3134363.0
2020-08-07,50600.0,49250.0,50600.0,48350.0,799344.0
2020-08-06,47450.0,50000.0,50600.0,47450.0,1399072.0
2020-08-05,47400.0,47400.0,47800.0,47200.0,339550.0
2020-08-04,47300.0,47700.0,48400.0,47300.0,331764.0
2020-08-03,47500.0,47350.0,47800.0,47150.0,380733.0
2020-07-31,48300.0,47550.0,48600.0,47300.0,504893.0
2020-07-30,48950.0,48100.0,49650.0,47950.0,602830.0
2020-07-29,46900.0,48850.0,48950.0,46600.0,935606.0
2020-07-28,46600.0,47100.0,47250.0,46500.0,414355.0
2020-07-27,46250.0,46600.0,47100.0,46200.0,291736.0
2020-07-24,46100.0,46300.0,46800.0,46100.0,282820.0
2020-07-23,47850.0,46550.0,47950.0,46250.0,535235.0
2020-07-22,47550.0,47950.0,49100.0,47450.0,724625.0
2020-07-21,46900.0,47350.0,47700.0,46600.0,364193.0
2020-07-20,46750.0,46950.0,47100.0,46200.0,242019.0
2020-07-17,47050.0,46750.0,47500.0,46550.0,288479.0
2020-07-16,46250.0,47050.0,47250.0,46150.0,490218.0
2020-07-15,46500.0,46350.0,47150.0,46350.0,423798.0
2020-07-14,45350.0,46050.0,46100.0,45250.0,241717.0
2020-07-13,45200.0,45700.0,45900.0,45000.0,225746.0
2020-07-10,45900.0,44900.0,46050.0,44800.0,362303.0
2020-07-09,46600.0,46050.0,46600.0,46050.0,322911.0
2020-07-08,46000.0,46150.0,46650.0,46000.0,250973.0
2020-07-07,47100.0,46100.0,47450.0,46000.0,345299.0
2020-07-06,45400.0,46650.0,46750.0,45250.0,333176.0
2020-07-03,45400.0,45300.0,45800.0,45150.0,163250.0
2020-07-02,44900.0,45300.0,45450.0,44900.0,228537.0
2020-07-01,44700.0,44900.0,45500.0,44700.0,241698.0
2020-06-30,45000.0,44700.0,45300.0,44550.0,238600.0
2020-06-29,44300.0,44400.0,44700.0,44100.0,301060.0
2020-06-26,45400.0,45100.0,45450.0,45000.0,244171.0
2020-06-25,45500.0,45050.0,45700.0,45050.0,419578.0
2020-06-24,46300.0,46400.0,46700.0,46000.0,344521.0
2020-06-23,46400.0,45900.0,46600.0,45300.0,325818.0
2020-06-22,46350.0,46200.0,46950.0,46050.0,248064.0
2020-06-19,47600.0,47100.0,47800.0,46250.0,398298.0
2020-06-18,45950.0,46800.0,47200.0,45900.0,343050.0
2020-06-17,46600.0,46500.0,46900.0,45550.0,423528.0
2020-06-16,45600.0,46950.0,47200.0,45450.0,578499.0
2020-06-15,46300.0,44750.0,47250.0,44750.0,727179.0
2020-06-12,46750.0,46900.0,47500.0,46450.0,791765.0
2020-06-11,49350.0,49000.0,49500.0,48100.0,860694.0
2020-06-10,50300.0,49950.0,50400.0,49650.0,476097.0
2020-06-09,51300.0,50300.0,51400.0,49950.0,713066.0
2020-06-08,51500.0,50600.0,51700.0,49900.0,789973.0
2020-06-05,49550.0,50400.0,50800.0,49550.0,814616.0
2020-06-04,51900.0,49450.0,52900.0,49150.0,1344595.0
2020-06-03,49200.0,50700.0,51300.0,49100.0,1753024.0
2020-06-02,46500.0,48200.0,48300.0,46150.0,1171103.0
2020-06-01,45700.0,46500.0,46650.0,45650.0,487274.0
2020-05-29,46200.0,45700.0,46550.0,45600.0,1134936.0
2020-05-28,47100.0,46750.0,48000.0,46450.0,1092104.0
2020-05-27,46400.0,46550.0,46600.0,45850.0,648507.0
2020-05-26,44900.0,45950.0,46700.0,44850.0,779554.0
2020-05-25,45200.0,44850.0,45250.0,44600.0,380225.0
2020-05-22,45850.0,45150.0,45950.0,44600.0,488577.0
2020-05-21,46250.0,45700.0,46400.0,45450.0,526099.0
2020-05-20,46400.0,45800.0,46500.0,45700.0,470216.0
2020-05-19,45500.0,46600.0,47350.0,45500.0,927699.0
2020-05-18,44850.0,44400.0,45000.0,43850.0,570381.0
2020-05-15,44700.0,45200.0,45400.0,44300.0,481321.0
2020-05-14,44850.0,44550.0,45500.0,44100.0,1000830.0
2020-05-13,45150.0,45400.0,46000.0,44700.0,724760.0
2020-05-12,46400.0,45750.0,46650.0,45400.0,695123.0
2020-05-11,47650.0,46800.0,47850.0,46750.0,588917.0
2020-05-08,47650.0,47650.0,48850.0,47600.0,575007.0
2020-05-07,47500.0,47500.0,47800.0,47250.0,407245.0
2020-05-06,47800.0,47500.0,48000.0,47400.0,596128.0
2020-05-04,47650.0,47050.0,47900.0,46900.0,913449.0
2020-04-29,49400.0,49100.0,49800.0,48800.0,750608.0
2020-04-28,49300.0,49400.0,50400.0,48600.0,602793.0
2020-04-27,47000.0,49300.0,49800.0,46950.0,766422.0
2020-04-24,47150.0,46900.0,47500.0,46700.0,396450.0
2020-04-23,47550.0,47650.0,48200.0,47450.0,577453.0
2020-04-22,46350.0,47350.0,47350.0,46250.0,597368.0
2020-04-21,48100.0,47550.0,48250.0,46300.0,837498.0
2020-04-20,49150.0,48500.0,49650.0,48500.0,741432.0
2020-04-17,48100.0,48550.0,49700.0,48000.0,1098061.0
2020-04-16,48050.0,47450.0,48650.0,46850.0,908997.0
2020-04-14,49650.0,49350.0,50300.0,48400.0,759396.0
2020-04-13,50600.0,49400.0,53800.0,49200.0,1342560.0
2020-04-10,44850.0,50600.0,53400.0,44800.0,3246690.0
2020-04-09,43600.0,44200.0,44500.0,43350.0,1023627.0
2020-04-08,42600.0,42800.0,43900.0,41750.0,984678.0
2020-04-07,43100.0,43050.0,43850.0,42200.0,980198.0
2020-04-06,41150.0,41850.0,41950.0,40950.0,693429.0
2020-04-03,41150.0,40850.0,41950.0,40650.0,590678.0
2020-04-02,40600.0,41150.0,41500.0,39150.0,739615.0
2020-04-01,42350.0,40800.0,42850.0,40750.0,651313.0
2020-03-31,42300.0,43000.0,43250.0,41800.0,666329.0
2020-03-30,41350.0,41600.0,42200.0,40050.0,738471.0
2020-03-27,44550.0,42600.0,44700.0,41350.0,835026.0
2020-03-26,45050.0,42400.0,45500.0,42400.0,1396917.0
2020-03-25,40350.0,45050.0,45100.0,39800.0,1325096.0
2020-03-24,37100.0,38550.0,38550.0,37100.0,786810.0
2020-03-23,32100.0,36500.0,38700.0,32000.0,943863.0
2020-03-20,32500.0,33950.0,34600.0,31700.0,700255.0
2020-03-19,35200.0,31900.0,36300.0,31900.0,1005840.0
2020-03-18,39250.0,35200.0,39400.0,35200.0,925997.0
2020-03-17,40600.0,39250.0,41550.0,39150.0,900643.0
2020-03-16,45900.0,43200.0,46500.0,43150.0,522549.0
2020-03-13,43000.0,45950.0,46250.0,43000.0,734226.0
2020-03-12,50300.0,47650.0,50300.0,47300.0,893419.0
2020-03-11,50900.0,50200.0,52400.0,49900.0,519223.0
2020-03-10,51300.0,50800.0,51800.0,50600.0,522190.0
2020-03-09,54900.0,51400.0,54900.0,51000.0,581390.0
2020-03-06,56200.0,55600.0,56800.0,55200.0,396654.0
2020-03-05,56900.0,57600.0,57600.0,56500.0,345334.0
2020-03-04,56100.0,56600.0,56800.0,55500.0,518769.0
2020-03-03,57100.0,56300.0,57800.0,56000.0,431464.0
2020-03-02,58900.0,56800.0,58900.0,56700.0,525988.0
2020-02-28,60000.0,58500.0,60400.0,58100.0,608201.0
2020-02-27,60400.0,60800.0,61100.0,60300.0,224239.0
2020-02-26,61300.0,60700.0,61700.0,60300.0,357356.0
2020-02-25,61100.0,61800.0,62400.0,60500.0,250558.0
2020-02-24,64300.0,61700.0,64400.0,61600.0,396835.0
2020-02-21,65300.0,65000.0,65900.0,64800.0,210695.0
2020-02-20,66000.0,66000.0,66800.0,65700.0,250253.0
2020-02-19,67600.0,66000.0,67600.0,65600.0,366365.0
2020-02-18,67200.0,67300.0,67700.0,67000.0,166056.0
2020-02-17,68200.0,67900.0,68300.0,67200.0,184098.0
2020-02-14,67500.0,68000.0,68400.0,67100.0,186773.0
2020-02-13,68400.0,68000.0,68600.0,68000.0,245668.0
2020-02-12,68400.0,68700.0,69000.0,68000.0,244783.0
2020-02-11,68600.0,69000.0,69300.0,68300.0,268318.0
2020-02-10,68200.0,68900.0,69000.0,67800.0,192037.0
2020-02-07,69600.0,69200.0,71300.0,68600.0,325178.0
2020-02-06,69200.0,70400.0,71100.0,68500.0,320703.0
2020-02-05,68000.0,68500.0,69100.0,67900.0,324247.0
