Date,High,Low,Open,Close,Volume,Adj Close
2015-09-02,21900.0,21500.0,21650.0,21750.0,230993.0,19347.23046875
2015-09-03,22100.0,21600.0,21750.0,21650.0,389710.0,19258.27734375
2015-09-04,21700.0,21450.0,21650.0,21650.0,351656.0,19258.27734375
2015-09-07,21950.0,21500.0,21650.0,21800.0,243252.0,19391.70703125
2015-09-08,22050.0,21700.0,21750.0,21950.0,301306.0,19525.13671875
2015-09-09,22550.0,22000.0,22100.0,22300.0,345562.0,19836.47265625
2015-09-10,22700.0,22150.0,22250.0,22650.0,288501.0,20147.806640625
2015-09-11,22650.0,22450.0,22550.0,22550.0,115160.0,20058.853515625
2015-09-14,22900.0,22400.0,22700.0,22550.0,164429.0,20058.853515625
2015-09-15,22900.0,22550.0,22650.0,22850.0,169434.0,20325.7109375
2015-09-16,22900.0,22650.0,22900.0,22750.0,204234.0,20236.759765625
2015-09-17,22900.0,22450.0,22900.0,22500.0,196106.0,20014.376953125
2015-09-18,22950.0,22500.0,22550.0,22950.0,226214.0,20414.662109375
2015-09-21,22950.0,22650.0,22850.0,22800.0,115837.0,20281.234375
2015-09-22,22900.0,22650.0,22900.0,22700.0,143592.0,20192.28125
2015-09-23,22700.0,22350.0,22550.0,22600.0,130071.0,20103.328125
2015-09-24,22750.0,22450.0,22750.0,22650.0,97887.0,20147.806640625
2015-09-25,22700.0,22450.0,22650.0,22600.0,105712.0,20103.328125
2015-09-30,22800.0,22450.0,22450.0,22800.0,157675.0,20281.234375
2015-10-01,23800.0,22850.0,22950.0,23700.0,352502.0,21081.810546875
2015-10-02,23800.0,23450.0,23700.0,23700.0,223985.0,21081.810546875
2015-10-05,23900.0,23450.0,23750.0,23600.0,199509.0,20992.857421875
2015-10-06,23800.0,23050.0,23600.0,23300.0,236973.0,20725.998046875
2015-10-07,23400.0,23100.0,23350.0,23400.0,170938.0,20814.951171875
2015-10-08,23300.0,22850.0,23200.0,23050.0,280529.0,20503.6171875
2015-10-12,23400.0,22800.0,23300.0,23200.0,286531.0,20637.046875
2015-10-13,23300.0,22850.0,23200.0,23300.0,303585.0,20725.998046875
2015-10-14,23600.0,23200.0,23350.0,23400.0,215574.0,20814.951171875
2015-10-15,23550.0,23250.0,23500.0,23300.0,132384.0,20725.998046875
2015-10-16,23400.0,23100.0,23400.0,23150.0,198665.0,20592.5703125
2015-10-19,23250.0,22800.0,23200.0,22850.0,157039.0,20325.7109375
2015-10-20,23150.0,22800.0,22850.0,23000.0,136938.0,20459.140625
2015-10-21,23050.0,22900.0,23000.0,22950.0,105952.0,20414.662109375
2015-10-22,23100.0,22700.0,22900.0,22800.0,125061.0,20281.234375
2015-10-23,23100.0,22800.0,22950.0,22900.0,97659.0,20370.1875
2015-10-26,23050.0,22800.0,23050.0,22950.0,69602.0,20414.662109375
2015-10-27,23000.0,22750.0,22950.0,22900.0,120357.0,20370.1875
2015-10-28,23000.0,22750.0,23000.0,22950.0,136591.0,20414.662109375
2015-10-29,23050.0,22800.0,23000.0,23000.0,120454.0,20459.140625
2015-10-30,23050.0,22750.0,22900.0,22900.0,149303.0,20370.1875
2015-11-02,23000.0,22500.0,22900.0,22850.0,223151.0,20325.7109375
2015-11-03,23100.0,22750.0,22950.0,23100.0,163132.0,20548.095703125
2015-11-04,23250.0,22900.0,23200.0,22950.0,80528.0,20414.662109375
2015-11-05,23150.0,22900.0,22950.0,23000.0,59784.0,20459.140625
2015-11-06,23050.0,22700.0,22900.0,22700.0,121043.0,20192.28125
2015-11-09,22750.0,22300.0,22700.0,22600.0,243588.0,20103.328125
2015-11-10,22650.0,22300.0,22500.0,22500.0,144788.0,20014.376953125
2015-11-11,22500.0,22150.0,22300.0,22150.0,139712.0,19703.04296875
2015-11-12,22300.0,21550.0,22200.0,21550.0,358067.0,19169.32421875
2015-11-13,22100.0,21500.0,21500.0,21800.0,370879.0,19391.70703125
2015-11-16,22550.0,21750.0,21750.0,22500.0,279790.0,20014.376953125
2015-11-17,23350.0,22600.0,22600.0,23300.0,404437.0,20725.998046875
2015-11-18,23350.0,22800.0,23350.0,23250.0,256033.0,20681.5234375
2015-11-19,23550.0,23250.0,23300.0,23450.0,200351.0,20859.4296875
2015-11-20,23550.0,23200.0,23400.0,23550.0,122999.0,20948.380859375
2015-11-23,23600.0,23250.0,23500.0,23550.0,176597.0,20948.380859375
2015-11-24,23700.0,23450.0,23550.0,23550.0,136759.0,20948.380859375
2015-11-25,23650.0,23150.0,23600.0,23400.0,190821.0,20814.951171875
2015-11-26,23800.0,23300.0,23550.0,23800.0,231179.0,21170.763671875
2015-11-27,24300.0,23450.0,23650.0,24050.0,436929.0,21393.146484375
2015-11-30,24950.0,23950.0,24350.0,24150.0,584373.0,21482.099609375
2015-12-01,24700.0,24150.0,24250.0,24600.0,273488.0,21882.38671875
2015-12-02,24750.0,24450.0,24600.0,24550.0,189453.0,21837.908203125
2015-12-03,24850.0,24250.0,24550.0,24800.0,237188.0,22060.2890625
2015-12-04,24800.0,24450.0,24500.0,24750.0,127719.0,22015.814453125
2015-12-07,24950.0,24550.0,24850.0,24850.0,227464.0,22104.767578125
2015-12-08,24900.0,24650.0,24800.0,24700.0,177785.0,21971.3359375
2015-12-09,24700.0,24150.0,24700.0,24150.0,133881.0,21482.099609375
2015-12-10,24300.0,23800.0,24200.0,24200.0,242274.0,21526.57421875
2015-12-11,24300.0,23600.0,23900.0,23650.0,197112.0,21037.33203125
2015-12-14,23850.0,23450.0,23650.0,23850.0,142526.0,21215.23828125
2015-12-15,24100.0,23600.0,23900.0,23650.0,164158.0,21037.33203125
2015-12-16,24050.0,23600.0,23600.0,24000.0,135312.0,21348.66796875
2015-12-17,24150.0,23650.0,24100.0,23850.0,94037.0,21215.23828125
2015-12-18,24400.0,23600.0,23850.0,24400.0,225926.0,21704.48046875
2015-12-21,24600.0,24200.0,24400.0,24400.0,112959.0,21704.48046875
2015-12-22,24500.0,24100.0,24500.0,24400.0,135589.0,21704.48046875
2015-12-23,24500.0,24100.0,24500.0,24150.0,107819.0,21482.099609375
2015-12-24,24300.0,24100.0,24200.0,24100.0,162069.0,21437.62109375
2015-12-28,24150.0,23900.0,24150.0,23950.0,218024.0,21304.19140625
2015-12-29,23400.0,23000.0,23250.0,23200.0,211351.0,21536.265625
2015-12-30,23550.0,23150.0,23150.0,23400.0,128951.0,21721.919921875
2016-01-04,23400.0,22800.0,23300.0,22800.0,168023.0,21164.94921875
2016-01-05,23600.0,22650.0,22800.0,23600.0,206966.0,21907.578125
2016-01-06,23800.0,23150.0,23350.0,23700.0,177446.0,22000.408203125
2016-01-07,27550.0,23850.0,23850.0,26550.0,2256936.0,24646.025390625
2016-01-08,28450.0,25800.0,26450.0,27500.0,1480328.0,25527.8984375
2016-01-11,28000.0,27250.0,27350.0,27900.0,567492.0,25899.21484375
2016-01-12,28350.0,27800.0,27800.0,28000.0,356766.0,25992.04296875
2016-01-13,28100.0,27150.0,28100.0,27950.0,389642.0,25945.62890625
2016-01-14,27950.0,27450.0,27500.0,27950.0,166698.0,25945.62890625
2016-01-15,28350.0,27400.0,28050.0,27600.0,264294.0,25620.7265625
2016-01-18,27950.0,27300.0,27600.0,27300.0,209828.0,25342.2421875
2016-01-19,29450.0,27400.0,27500.0,28850.0,724918.0,26781.087890625
2016-01-20,29650.0,28100.0,28750.0,29150.0,587647.0,27059.572265625
2016-01-21,29300.0,27800.0,29200.0,28250.0,331810.0,26224.115234375
2016-01-22,28500.0,27400.0,28150.0,27800.0,399259.0,25806.384765625
2016-01-25,28450.0,27600.0,27800.0,28150.0,193243.0,26131.28515625
2016-01-26,28300.0,27550.0,27900.0,27650.0,153261.0,25667.142578125
2016-01-27,28250.0,27300.0,27950.0,27950.0,328488.0,25945.62890625
2016-01-28,29750.0,27700.0,27950.0,29450.0,430271.0,27338.05859375
2016-01-29,30000.0,29000.0,29600.0,29750.0,284609.0,27616.546875
2016-02-01,30800.0,29900.0,30500.0,30650.0,491963.0,28452.00390625
