,Open,close,high,low,volume
2020-08-18,22050.0,20550.0,22100.0,20500.0,7875069.0
2020-08-14,22100.0,21950.0,22700.0,21650.0,14743652.0
2020-08-13,20850.0,21550.0,21850.0,20400.0,12573404.0
2020-08-12,21150.0,20700.0,21150.0,20250.0,6946476.0
2020-08-11,19500.0,21000.0,21250.0,19500.0,18946719.0
2020-08-10,19600.0,19450.0,19600.0,19200.0,2450862.0
2020-08-07,19600.0,19600.0,19950.0,19400.0,3593904.0
2020-08-06,19200.0,19350.0,19450.0,19200.0,2268909.0
2020-08-05,19200.0,19200.0,19400.0,19200.0,1768901.0
2020-08-04,19050.0,19200.0,19350.0,19000.0,1967909.0
2020-08-03,19200.0,19050.0,19250.0,18950.0,1850645.0
2020-07-31,19250.0,19100.0,19500.0,19100.0,2277692.0
2020-07-30,19400.0,19200.0,19550.0,19200.0,1857004.0
2020-07-29,19100.0,19350.0,19450.0,19050.0,1992469.0
2020-07-28,19300.0,19150.0,19400.0,19100.0,3267280.0
2020-07-27,19400.0,19300.0,19650.0,19300.0,2013195.0
2020-07-24,19200.0,19500.0,19700.0,19100.0,2124153.0
2020-07-23,19800.0,19400.0,19850.0,19350.0,3099301.0
2020-07-22,19800.0,19800.0,20150.0,19750.0,2520901.0
2020-07-21,20000.0,19800.0,20000.0,19750.0,3015321.0
2020-07-20,19750.0,19950.0,20250.0,19700.0,3233048.0
2020-07-17,19650.0,19750.0,19850.0,19600.0,1742293.0
2020-07-16,19650.0,19600.0,19900.0,19450.0,2625872.0
2020-07-15,20100.0,19600.0,20200.0,19550.0,3146491.0
2020-07-14,20050.0,19850.0,20250.0,19700.0,2932456.0
2020-07-13,18850.0,20000.0,20150.0,18750.0,7671410.0
2020-07-10,19000.0,18700.0,19050.0,18700.0,2841607.0
2020-07-09,19150.0,19000.0,19200.0,19000.0,2293341.0
2020-07-08,19100.0,19050.0,19300.0,18900.0,2710958.0
2020-07-07,19400.0,19000.0,19650.0,19000.0,4834191.0
2020-07-06,19400.0,19350.0,19550.0,19200.0,2797245.0
2020-07-03,19400.0,19400.0,19800.0,19250.0,2959162.0
2020-07-02,19450.0,19350.0,19750.0,19300.0,2238513.0
2020-07-01,19600.0,19250.0,19650.0,19250.0,1773820.0
2020-06-30,19200.0,19500.0,19700.0,19100.0,2388444.0
2020-06-29,19300.0,19050.0,19400.0,18950.0,2216568.0
2020-06-26,19450.0,19450.0,19950.0,19300.0,2454982.0
2020-06-25,19600.0,19300.0,19800.0,19300.0,2506112.0
2020-06-24,19850.0,19850.0,20050.0,19800.0,2456663.0
2020-06-23,20150.0,19850.0,20150.0,19700.0,2346569.0
2020-06-22,20150.0,20050.0,20250.0,20050.0,1658714.0
2020-06-19,20450.0,20300.0,20500.0,20200.0,1787615.0
2020-06-18,20250.0,20250.0,20500.0,20100.0,1733289.0
2020-06-17,20650.0,20350.0,20850.0,20050.0,2575418.0
2020-06-16,20150.0,20850.0,20850.0,20150.0,2156035.0
2020-06-15,20900.0,19900.0,21050.0,19900.0,3684568.0
2020-06-12,21000.0,21150.0,21350.0,20650.0,3051542.0
2020-06-11,21850.0,21800.0,22250.0,21500.0,3110305.0
2020-06-10,22500.0,21950.0,22550.0,21900.0,3635584.0
